"c516e8b5-966a-4eed-870a-4d8dcbab6f6c";"No-Bake Nut Cookies";"1 c. firmly packed brown sugar, 1/2 c. evaporated milk, 1/2 tsp. vanilla, 1/2 c. broken nuts (pecans), 2 Tbsp. butter or margarine, 3 1/2 c. bite size shredded rice biscuits";"www.cookbooks.com/Recipe-Details.aspx?id=44874";9.43
"857caed1-ffc1-4fa5-9391-c4077b788864";"Jewell Ball'S Chicken";"1 small jar chipped beef, cut up, 4 boned chicken breasts, 1 can cream of mushroom soup, 1 carton sour cream";"www.cookbooks.com/Recipe-Details.aspx?id=699419";3.8
"62e2d97f-e522-4910-8e1c-1e39f579b5d4";"Creamy Corn";"2 (16 oz.) pkg. frozen corn, 1 (8 oz.) pkg. cream cheese, cubed, 1/3 c. butter, cubed, 1/2 tsp. garlic powder, 1/2 tsp. salt, 1/4 tsp. pepper";"www.cookbooks.com/Recipe-Details.aspx?id=10570";0.73
"6c587825-b182-4c1d-ad87-c1525786e80a";"Chicken Funny";"1 large whole chicken, 2 (10 1/2 oz.) cans chicken gravy, 1 (10 1/2 oz.) can cream of mushroom soup, 1 (6 oz.) box Stove Top stuffing, 4 oz. shredded cheese";"www.cookbooks.com/Recipe-Details.aspx?id=897570";9.11
"3239ebab-3067-48b5-8de8-da87de484450";"Reeses Cups(Candy)  ";"1 c. peanut butter, 3/4 c. graham cracker crumbs, 1 c. melted butter, 1 lb. (3 1/2 c.) powdered sugar, 1 large pkg. chocolate chips";"www.cookbooks.com/Recipe-Details.aspx?id=659239";8.49
"1635d924-456f-4a03-ae88-359fd8078e89";"Cheeseburger Potato Soup";"6 baking potatoes, 1 lb. of extra lean ground beef, 2/3 c. butter or margarine, 6 c. milk, 3/4 tsp. salt, 1/2 tsp. pepper, 1 1/2 c (6 oz.) shredded Cheddar cheese, divided, 12 sliced bacon, cooked, crumbled and divided, 4 green onion, chopped and divided, 1 (8 oz.) carton sour cream (optional)";"www.cookbooks.com/Recipe-Details.aspx?id=20115";6.77
"55aed496-327c-432b-ab0e-1c959c688db0";"Rhubarb Coffee Cake";"1 1/2 c. sugar, 1/2 c. butter, 1 egg, 1 c. buttermilk, 2 c. flour, 1/2 tsp. salt, 1 tsp. soda, 1 c. buttermilk, 2 c. rhubarb, finely cut, 1 tsp. vanilla";"www.cookbooks.com/Recipe-Details.aspx?id=210288";8.65
"d85f8a43-22a8-4c9c-a5fc-eefd0879e28a";"Scalloped Corn";"1 can cream-style corn, 1 can whole kernel corn, 1/2 pkg. (approximately 20) saltine crackers, crushed, 1 egg, beaten, 6 tsp. butter, divided, pepper to taste";"www.cookbooks.com/Recipe-Details.aspx?id=876969";8.86
"81418ef3-51bf-470c-8548-0ddcc9416282";"Nolan'S Pepper Steak";"1 1/2 lb. round steak (1-inch thick), cut into strips, 1 can drained tomatoes, cut up (save liquid), 1 3/4 c. water, 1/2 c. onions, 1 1/2 Tbsp. Worcestershire sauce, 2 green peppers, diced, 1/4 c. oil";"www.cookbooks.com/Recipe-Details.aspx?id=375254";4.8
"e4462048-c281-4a06-9a1e-a503591f6652";"Millionaire Pie";"1 large container Cool Whip, 1 large can crushed pineapple, 1 can condensed milk, 3 lemons, 1 c. pecans, 2 graham cracker crusts";"www.cookbooks.com/Recipe-Details.aspx?id=794547";7.77
"108631ff-e33d-4bc3-a67a-49885a4abf73";"Double Cherry Delight";"1 (17 oz.) can dark sweet pitted cherries, 1/2 c. ginger ale, 1 (6 oz.) pkg. Jell-O cherry flavor gelatin, 2 c. boiling water, 1/8 tsp. almond extract, 1 c. miniature marshmallows";"www.cookbooks.com/Recipe-Details.aspx?id=703381";8.95
"c0ce316e-8732-466a-8965-d6d883802848";"Buckeye Candy";"1 box powdered sugar, 8 oz. soft butter, 1 (8 oz.) peanut butter, paraffin, 12 oz. chocolate chips";"www.cookbooks.com/Recipe-Details.aspx?id=886785";6.58
